news_no,user_no_x,news_spred_no,source,fake_news,followers_no,total_news_spread_no,news_weight
6,12509,1,Bf,0,0,477,4
168,12510,1,Bf,1,0,678,6
122,12511,1,Bf,1,0,167,1
181,12512,1,Bf,1,0,382,3
32,12513,1,Bf,0,0,1134,11
95,12513,2,Bf,1,0,439,4
168,12514,1,Bf,1,0,678,6
180,12514,1,Bf,1,0,1060,10
55,12515,1,Bf,0,0,41,0
83,12515,1,Bf,0,0,52,0
180,12516,1,Bf,1,0,1060,10
109,12517,2,Bf,1,0,192,1
7,12518,1,Bf,0,0,82,0
87,12519,1,Bf,0,0,754,7
72,12520,1,Bf,0,0,673,6
95,12521,1,Bf,1,0,439,4
101,12521,1,Bf,1,0,31,0
113,12521,1,Bf,1,0,128,1
168,12521,1,Bf,1,0,678,6
169,12522,1,Bf,1,0,205,2
93,12523,1,Bf,1,0,708,7
7,12524,1,Bf,0,0,82,0
91,12525,1,Bf,0,0,589,5
87,12526,3,Bf,0,0,754,7
115,12527,1,Bf,1,0,217,2
45,12528,1,Bf,0,0,1197,11
115,12529,1,Bf,1,0,217,2
122,12529,1,Bf,1,0,167,1
169,12530,1,Bf,1,0,205,2
32,12531,1,Bf,0,0,1134,11
127,12532,1,Bf,1,0,366,3
138,12533,1,Bf,1,0,338,3
153,12534,1,Bf,1,0,935,9
87,12535,1,Bf,0,0,754,7
8,12536,1,Bf,0,0,17,0
32,12536,1,Bf,0,0,1134,11
45,12537,1,Bf,0,0,1197,11
124,12538,1,Bf,1,0,228,2
45,12539,1,Bf,0,0,1197,11
57,12539,1,Bf,0,0,224,2
64,12539,1,Bf,0,0,333,3
66,12539,1,Bf,0,0,212,2
73,12539,1,Bf,0,0,216,2
56,12540,1,Bf,0,0,278,2
153,12541,1,Bf,1,0,935,9
6,12542,2,Bf,0,0,477,4
10,12542,1,Bf,0,0,232,2
42,12542,2,Bf,0,0,570,5
32,12543,1,Bf,0,0,1134,11
93,12543,1,Bf,1,0,708,7
153,12544,1,Bf,1,0,935,9
93,12545,1,Bf,1,0,708,7
98,12545,1,Bf,1,0,142,1
106,12545,1,Bf,1,0,142,1
140,12545,1,Bf,1,0,1020,10
180,12545,1,Bf,1,0,1060,10
93,12546,1,Bf,1,0,708,7
95,12546,1,Bf,1,0,439,4
169,12546,1,Bf,1,0,205,2
19,12547,1,Bf,0,0,38,0
32,12547,1,Bf,0,0,1134,11
181,12548,1,Bf,1,0,382,3
32,12549,1,Bf,0,0,1134,11
140,12550,1,Bf,1,0,1020,10
180,12551,1,Bf,1,0,1060,10
140,12552,1,Bf,1,0,1020,10
171,12553,2,Bf,1,0,511,5
78,12554,1,Bf,0,0,83,0
45,12555,1,Bf,0,0,1197,11
13,12556,1,Bf,0,0,260,2
45,12557,2,Bf,0,0,1197,11
163,12558,1,Bf,1,0,49,0
93,12559,1,Bf,1,0,708,7
125,12559,1,Bf,1,0,200,2
136,12559,1,Bf,1,0,84,0
138,12559,1,Bf,1,0,338,3
148,12559,1,Bf,1,0,116,1
163,12559,1,Bf,1,0,49,0
180,12559,1,Bf,1,0,1060,10
32,12560,1,Bf,0,0,1134,11
19,12561,1,Bf,0,0,38,0
42,12561,1,Bf,0,0,570,5
70,12561,1,Bf,0,0,20,0
73,12561,1,Bf,0,0,216,2
78,12561,1,Bf,0,0,83,0
89,12561,1,Bf,0,0,265,2
95,12562,1,Bf,1,0,439,4
140,12563,1,Bf,1,0,1020,10
13,12564,1,Bf,0,0,260,2
93,12565,1,Bf,1,0,708,7
38,12566,1,Bf,0,0,32,0
73,12566,1,Bf,0,0,216,2
181,12567,4,Bf,1,0,382,3
140,12568,1,Bf,1,0,1020,10
84,12569,1,Bf,0,0,32,0
87,12569,1,Bf,0,0,754,7
45,12570,1,Bf,0,0,1197,11
126,12571,1,Bf,1,0,390,3
138,12571,1,Bf,1,0,338,3
32,12572,1,Bf,0,0,1134,11
93,12573,1,Bf,1,0,708,7
124,12574,1,Bf,1,0,228,2
72,12575,1,Bf,0,0,673,6
89,12576,2,Bf,0,0,265,2
125,12577,1,Bf,1,0,200,2
6,12578,1,Bf,0,0,477,4
45,12579,1,Bf,0,0,1197,11
153,12580,1,Bf,1,0,935,9
72,12581,1,Bf,0,0,673,6
46,12582,1,Bf,0,0,285,2
95,12583,3,Bf,1,0,439,4
126,12583,1,Bf,1,0,390,3
138,12583,1,Bf,1,0,338,3
172,12583,1,Bf,1,0,26,0
109,12584,1,Bf,1,0,192,1
90,12585,1,Bf,0,0,19,0
171,12586,1,Bf,1,0,511,5
56,12587,1,Bf,0,0,278,2
45,12588,1,Bf,0,0,1197,11
87,12589,1,Bf,0,0,754,7
91,12590,1,Bf,0,0,589,5
127,12591,1,Bf,1,0,366,3
77,12592,1,Bf,0,0,93,0
10,12593,1,Bf,0,0,232,2
32,12594,1,Bf,0,0,1134,11
93,12595,1,Bf,1,0,708,7
32,12596,1,Bf,0,0,1134,11
171,12597,1,Bf,1,0,511,5
93,12598,2,Bf,1,0,708,7
126,12598,1,Bf,1,0,390,3
143,12599,1,Bf,1,0,73,0
153,12600,1,Bf,1,0,935,9
142,12601,1,Bf,1,0,246,2
180,12601,1,Bf,1,0,1060,10
32,12602,1,Bf,0,0,1134,11
139,12603,1,Bf,1,0,17,0
171,12604,1,Bf,1,0,511,5
13,12605,1,Bf,0,0,260,2
32,12606,1,Bf,0,0,1134,11
45,12607,1,Bf,0,0,1197,11
125,12608,1,Bf,1,0,200,2
140,12609,1,Bf,1,0,1020,10
150,12610,1,Bf,1,0,322,3
124,12611,1,Bf,1,0,228,2
26,12612,1,Bf,0,0,10,0
33,12612,1,Bf,0,0,12,0
165,12612,1,Bf,1,0,8,0
166,12612,1,Bf,1,0,11,0
172,12612,1,Bf,1,0,26,0
175,12612,1,Bf,1,0,41,0
179,12612,1,Bf,1,0,26,0
127,12613,1,Bf,1,0,366,3
153,12614,1,Bf,1,0,935,9
142,12615,2,Bf,1,0,246,2
136,12616,1,Bf,1,0,84,0
105,12617,1,Bf,1,0,111,1
72,12618,1,Bf,0,0,673,6
45,12619,1,Bf,0,0,1197,11
91,12620,1,Bf,0,0,589,5
87,12621,1,Bf,0,0,754,7
109,12622,1,Bf,1,0,192,1
32,12623,1,Bf,0,0,1134,11
142,12624,1,Bf,1,0,246,2
181,12625,1,Bf,1,0,382,3
89,12626,1,Bf,0,0,265,2
180,12627,2,Bf,1,0,1060,10
124,12628,1,Bf,1,0,228,2
91,12629,1,Bf,0,0,589,5
32,12630,1,Bf,0,0,1134,11
163,12631,1,Bf,1,0,49,0
45,12632,1,Bf,0,0,1197,11
181,12633,1,Bf,1,0,382,3
91,12634,1,Bf,0,0,589,5
45,12635,2,Bf,0,0,1197,11
32,12636,1,Bf,0,0,1134,11
105,12637,1,Bf,1,0,111,1
93,12638,1,Bf,1,0,708,7
180,12638,1,Bf,1,0,1060,10
42,12639,1,Bf,0,0,570,5
45,12640,1,Bf,0,0,1197,11
140,12641,1,Bf,1,0,1020,10
10,12642,1,Bf,0,0,232,2
13,12642,1,Bf,0,0,260,2
21,12642,1,Bf,0,0,84,0
41,12642,1,Bf,0,0,105,1
42,12642,1,Bf,0,0,570,5
126,12643,1,Bf,1,0,390,3
45,12644,1,Bf,0,0,1197,11
95,12645,2,Bf,1,0,439,4
150,12646,1,Bf,1,0,322,3
127,12647,1,Bf,1,0,366,3
140,12648,1,Bf,1,0,1020,10
32,12649,1,Bf,0,0,1134,11
153,12650,1,Bf,1,0,935,9
32,12651,1,Bf,0,0,1134,11
109,12652,1,Bf,1,0,192,1
168,12653,2,Bf,1,0,678,6
180,12653,2,Bf,1,0,1060,10
72,12654,1,Bf,0,0,673,6
42,12655,1,Bf,0,0,570,5
13,12656,1,Bf,0,0,260,2
181,12657,1,Bf,1,0,382,3
87,12658,1,Bf,0,0,754,7
42,12659,1,Bf,0,0,570,5
46,12660,1,Bf,0,0,285,2
32,12661,1,Bf,0,0,1134,11
45,12662,1,Bf,0,0,1197,11
115,12663,1,Bf,1,0,217,2
45,12664,1,Bf,0,0,1197,11
72,12665,1,Bf,0,0,673,6
153,12665,1,Bf,1,0,935,9
42,12666,1,Bf,0,0,570,5
116,12667,1,Bf,1,0,37,0
121,12667,1,Bf,1,0,78,0
142,12667,1,Bf,1,0,246,2
32,12668,1,Bf,0,0,1134,11
45,12669,1,Bf,0,0,1197,11
142,12670,1,Bf,1,0,246,2
87,12671,1,Bf,0,0,754,7
80,12672,1,Bf,0,0,235,2
89,12673,1,Bf,0,0,265,2
127,12674,1,Bf,1,0,366,3
72,12675,1,Bf,0,0,673,6
127,12676,1,Bf,1,0,366,3
32,12677,1,Bf,0,0,1134,11
127,12678,1,Bf,1,0,366,3
146,12679,1,Bf,1,0,30,0
10,12680,1,Bf,0,0,232,2
13,12680,1,Bf,0,0,260,2
16,12680,1,Bf,0,0,145,1
41,12680,1,Bf,0,0,105,1
42,12680,1,Bf,0,0,570,5
45,12680,1,Bf,0,0,1197,11
67,12680,1,Bf,0,0,11,0
118,12681,1,Bf,1,0,9,0
32,12682,1,Bf,0,0,1134,11
45,12683,1,Bf,0,0,1197,11
64,12683,1,Bf,0,0,333,3
125,12684,1,Bf,1,0,200,2
140,12684,1,Bf,1,0,1020,10
148,12684,1,Bf,1,0,116,1
180,12685,1,Bf,1,0,1060,10
140,12686,3,Bf,1,0,1020,10
55,12687,1,Bf,0,0,41,0
126,12688,1,Bf,1,0,390,3
32,12689,1,Bf,0,0,1134,11
146,12690,1,Bf,1,0,30,0
113,12691,1,Bf,1,0,128,1
122,12691,1,Bf,1,0,167,1
125,12691,1,Bf,1,0,200,2
127,12691,1,Bf,1,0,366,3
148,12691,1,Bf,1,0,116,1
80,12692,1,Bf,0,0,235,2
13,12693,1,Bf,0,0,260,2
171,12694,1,Bf,1,0,511,5
126,12695,1,Bf,1,0,390,3
138,12696,2,Bf,1,0,338,3
148,12696,1,Bf,1,0,116,1
180,12696,1,Bf,1,0,1060,10
95,12697,1,Bf,1,0,439,4
93,12698,1,Bf,1,0,708,7
148,12699,1,Bf,1,0,116,1
173,12699,1,Bf,1,0,46,0
180,12699,1,Bf,1,0,1060,10
34,12700,2,Bf,0,0,84,0
51,12700,1,Bf,0,0,62,0
93,12701,1,Bf,1,0,708,7
140,12702,1,Bf,1,0,1020,10
109,12703,1,Bf,1,0,192,1
168,12704,1,Bf,1,0,678,6
150,12705,1,Bf,1,0,322,3
169,12706,1,Bf,1,0,205,2
23,12707,1,Bf,0,0,274,2
45,12707,1,Bf,0,0,1197,11
64,12707,1,Bf,0,0,333,3
168,12708,1,Bf,1,0,678,6
80,12709,1,Bf,0,0,235,2
32,12710,1,Bf,0,0,1134,11
112,12711,1,Bf,1,0,89,0
180,12711,1,Bf,1,0,1060,10
140,12712,1,Bf,1,0,1020,10
180,12712,2,Bf,1,0,1060,10
32,12713,1,Bf,0,0,1134,11
109,12714,1,Bf,1,0,192,1
140,12715,1,Bf,1,0,1020,10
73,12716,1,Bf,0,0,216,2
45,12717,1,Bf,0,0,1197,11
50,12718,1,Bf,0,0,67,0
153,12718,1,Bf,1,0,935,9
93,12719,1,Bf,1,0,708,7
16,12720,1,Bf,0,0,145,1
42,12721,1,Bf,0,0,570,5
150,12721,1,Bf,1,0,322,3
17,12722,1,Bf,0,0,155,1
82,12723,1,Bf,0,0,105,1
153,12724,1,Bf,1,0,935,9
72,12725,1,Bf,0,0,673,6
92,12726,1,Bf,1,0,13,0
10,12727,1,Bf,0,0,232,2
153,12728,1,Bf,1,0,935,9
72,12729,1,Bf,0,0,673,6
87,12730,1,Bf,0,0,754,7
34,12731,1,Bf,0,0,84,0
50,12731,1,Bf,0,0,67,0
75,12731,1,Bf,0,0,26,0
112,12732,1,Bf,1,0,89,0
140,12732,1,Bf,1,0,1020,10
168,12732,1,Bf,1,0,678,6
180,12732,1,Bf,1,0,1060,10
127,12733,1,Bf,1,0,366,3
10,12734,1,Bf,0,0,232,2
42,12734,1,Bf,0,0,570,5
32,12735,1,Bf,0,0,1134,11
127,12736,1,Bf,1,0,366,3
91,12737,2,Bf,0,0,589,5
87,12738,1,Bf,0,0,754,7
41,12739,1,Bf,0,0,105,1
151,12739,1,Bf,1,0,156,1
152,12739,1,Bf,1,0,36,0
153,12739,2,Bf,1,0,935,9
155,12740,1,Bf,1,0,61,0
168,12741,1,Bf,1,0,678,6
89,12742,1,Bf,0,0,265,2
13,12743,1,Bf,0,0,260,2
32,12744,1,Bf,0,0,1134,11
140,12745,1,Bf,1,0,1020,10
72,12746,1,Bf,0,0,673,6
153,12747,1,Bf,1,0,935,9
72,12748,1,Bf,0,0,673,6
138,12749,1,Bf,1,0,338,3
87,12750,1,Bf,0,0,754,7
150,12751,1,Bf,1,0,322,3
153,12751,1,Bf,1,0,935,9
105,12752,1,Bf,1,0,111,1
87,12753,1,Bf,0,0,754,7
32,12754,1,Bf,0,0,1134,11
10,12755,1,Bf,0,0,232,2
13,12755,1,Bf,0,0,260,2
15,12755,1,Bf,0,0,72,0
18,12755,1,Bf,0,0,142,1
21,12755,1,Bf,0,0,84,0
41,12755,1,Bf,0,0,105,1
42,12755,1,Bf,0,0,570,5
91,12756,1,Bf,0,0,589,5
140,12757,1,Bf,1,0,1020,10
180,12757,1,Bf,1,0,1060,10
45,12758,1,Bf,0,0,1197,11
83,12759,1,Bf,0,0,52,0
16,12760,1,Bf,0,0,145,1
6,12761,1,Bf,0,0,477,4
18,12761,2,Bf,0,0,142,1
19,12761,2,Bf,0,0,38,0
20,12761,1,Bf,0,0,19,0
27,12761,2,Bf,0,0,21,0
31,12761,1,Bf,0,0,53,0
32,12761,1,Bf,0,0,1134,11
55,12761,1,Bf,0,0,41,0
77,12761,1,Bf,0,0,93,0
80,12761,1,Bf,0,0,235,2
81,12761,1,Bf,0,0,47,0
83,12761,1,Bf,0,0,52,0
84,12761,1,Bf,0,0,32,0
85,12761,1,Bf,0,0,46,0
87,12761,2,Bf,0,0,754,7
89,12761,1,Bf,0,0,265,2
32,12762,1,Bf,0,0,1134,11
91,12763,1,Bf,0,0,589,5
150,12764,1,Bf,1,0,322,3
45,12765,1,Bf,0,0,1197,11
138,12766,1,Bf,1,0,338,3
23,12767,1,Bf,0,0,274,2
78,12768,1,Bf,0,0,83,0
150,12769,1,Bf,1,0,322,3
32,12770,1,Bf,0,0,1134,11
153,12771,1,Bf,1,0,935,9
70,12772,1,Bf,0,0,20,0
89,12772,1,Bf,0,0,265,2
45,12773,2,Bf,0,0,1197,11
72,12774,1,Bf,0,0,673,6
95,12775,2,Bf,1,0,439,4
93,12776,1,Bf,1,0,708,7
91,12777,1,Bf,0,0,589,5
125,12778,1,Bf,1,0,200,2
45,12779,1,Bf,0,0,1197,11
115,12780,1,Bf,1,0,217,2
140,12780,1,Bf,1,0,1020,10
46,12781,1,Bf,0,0,285,2
150,12782,1,Bf,1,0,322,3
153,12782,1,Bf,1,0,935,9
93,12783,1,Bf,1,0,708,7
87,12784,1,Bf,0,0,754,7
58,12785,1,Bf,0,0,63,0
140,12786,1,Bf,1,0,1020,10
72,12787,1,Bf,0,0,673,6
87,12787,2,Bf,0,0,754,7
181,12788,1,Bf,1,0,382,3
91,12789,1,Bf,0,0,589,5
100,12790,1,Bf,1,0,129,1
72,12791,1,Bf,0,0,673,6
148,12792,1,Bf,1,0,116,1
32,12793,1,Bf,0,0,1134,11
125,12793,1,Bf,1,0,200,2
181,12794,2,Bf,1,0,382,3
93,12795,1,Bf,1,0,708,7
95,12795,3,Bf,1,0,439,4
110,12795,1,Bf,1,0,112,1
138,12795,1,Bf,1,0,338,3
148,12795,1,Bf,1,0,116,1
168,12795,2,Bf,1,0,678,6
171,12795,2,Bf,1,0,511,5
180,12795,1,Bf,1,0,1060,10
181,12796,1,Bf,1,0,382,3
87,12797,1,Bf,0,0,754,7
125,12798,1,Bf,1,0,200,2
45,12799,1,Bf,0,0,1197,11
45,12800,1,Bf,0,0,1197,11
181,12801,1,Bf,1,0,382,3
93,12802,1,Bf,1,0,708,7
13,12803,1,Bf,0,0,260,2
169,12804,1,Bf,1,0,205,2
181,12804,1,Bf,1,0,382,3
124,12805,1,Bf,1,0,228,2
45,12806,1,Bf,0,0,1197,11
126,12807,1,Bf,1,0,390,3
181,12808,1,Bf,1,0,382,3
154,12809,1,Bf,1,0,128,1
110,12810,1,Bf,1,0,112,1
56,12811,1,Bf,0,0,278,2
140,12812,1,Bf,1,0,1020,10
168,12812,1,Bf,1,0,678,6
180,12812,1,Bf,1,0,1060,10
32,12813,1,Bf,0,0,1134,11
84,12814,1,Bf,0,0,32,0
95,12815,1,Bf,1,0,439,4
101,12815,1,Bf,1,0,31,0
122,12815,1,Bf,1,0,167,1
121,12816,1,Bf,1,0,78,0
180,12817,1,Bf,1,0,1060,10
32,12818,1,Bf,0,0,1134,11
109,12819,1,Bf,1,0,192,1
87,12820,1,Bf,0,0,754,7
125,12821,1,Bf,1,0,200,2
32,12822,1,Bf,0,0,1134,11
91,12823,1,Bf,0,0,589,5
18,12824,2,Bf,0,0,142,1
127,12825,1,Bf,1,0,366,3
13,12826,1,Bf,0,0,260,2
42,12826,2,Bf,0,0,570,5
6,12827,1,Bf,0,0,477,4
171,12828,1,Bf,1,0,511,5
23,12829,1,Bf,0,0,274,2
74,12829,1,Bf,0,0,7,0
124,12829,1,Bf,1,0,228,2
115,12830,1,Bf,1,0,217,2
58,12831,1,Bf,0,0,63,0
32,12832,1,Bf,0,0,1134,11
56,12833,1,Bf,0,0,278,2
151,12834,1,Bf,1,0,156,1
32,12835,1,Bf,0,0,1134,11
138,12836,1,Bf,1,0,338,3
121,12837,1,Bf,1,0,78,0
168,12837,1,Bf,1,0,678,6
42,12838,1,Bf,0,0,570,5
73,12838,1,Bf,0,0,216,2
10,12839,1,Bf,0,0,232,2
72,12840,2,Bf,0,0,673,6
91,12841,1,Bf,0,0,589,5
148,12842,1,Bf,1,0,116,1
100,12843,1,Bf,1,0,129,1
109,12843,1,Bf,1,0,192,1
45,12844,1,Bf,0,0,1197,11
32,12845,1,Bf,0,0,1134,11
80,12846,1,Bf,0,0,235,2
46,12847,1,Bf,0,0,285,2
140,12848,1,Bf,1,0,1020,10
171,12849,1,Bf,1,0,511,5
72,12850,1,Bf,0,0,673,6
32,12851,1,Bf,0,0,1134,11
56,12852,1,Bf,0,0,278,2
32,12853,1,Bf,0,0,1134,11
72,12854,1,Bf,0,0,673,6
89,12855,1,Bf,0,0,265,2
80,12856,1,Bf,0,0,235,2
180,12857,1,Bf,1,0,1060,10
153,12858,1,Bf,1,0,935,9
181,12859,1,Bf,1,0,382,3
91,12860,1,Bf,0,0,589,5
93,12861,3,Bf,1,0,708,7
10,12862,1,Bf,0,0,232,2
16,12862,1,Bf,0,0,145,1
171,12863,1,Bf,1,0,511,5
32,12864,1,Bf,0,0,1134,11
32,12865,1,Bf,0,0,1134,11
46,12866,1,Bf,0,0,285,2
72,12866,1,Bf,0,0,673,6
180,12867,1,Bf,1,0,1060,10
45,12868,2,Bf,0,0,1197,11
100,12869,1,Bf,1,0,129,1
91,12870,1,Bf,0,0,589,5
87,12871,1,Bf,0,0,754,7
71,12872,1,Bf,0,0,61,0
58,12873,1,Bf,0,0,63,0
95,12874,1,Bf,1,0,439,4
180,12875,1,Bf,1,0,1060,10
181,12875,1,Bf,1,0,382,3
140,12876,1,Bf,1,0,1020,10
23,12877,1,Bf,0,0,274,2
140,12878,1,Bf,1,0,1020,10
10,12879,1,Bf,0,0,232,2
93,12880,1,Bf,1,0,708,7
171,12881,1,Bf,1,0,511,5
91,12882,1,Bf,0,0,589,5
171,12883,1,Bf,1,0,511,5
56,12884,1,Bf,0,0,278,2
125,12885,1,Bf,1,0,200,2
115,12886,1,Bf,1,0,217,2
45,12887,1,Bf,0,0,1197,11
45,12888,1,Bf,0,0,1197,11
157,12889,2,Bf,1,0,39,0
109,12890,1,Bf,1,0,192,1
95,12891,2,Bf,1,0,439,4
140,12891,1,Bf,1,0,1020,10
87,12892,1,Bf,0,0,754,7
32,12893,1,Bf,0,0,1134,11
140,12894,2,Bf,1,0,1020,10
171,12894,1,Bf,1,0,511,5
181,12895,1,Bf,1,0,382,3
46,12896,1,Bf,0,0,285,2
42,12897,1,Bf,0,0,570,5
112,12898,1,Bf,1,0,89,0
168,12899,1,Bf,1,0,678,6
180,12899,1,Bf,1,0,1060,10
124,12900,1,Bf,1,0,228,2
110,12901,1,Bf,1,0,112,1
126,12901,3,Bf,1,0,390,3
136,12901,1,Bf,1,0,84,0
140,12901,1,Bf,1,0,1020,10
142,12901,1,Bf,1,0,246,2
148,12901,1,Bf,1,0,116,1
169,12901,3,Bf,1,0,205,2
171,12901,2,Bf,1,0,511,5
91,12902,1,Bf,0,0,589,5
45,12903,2,Bf,0,0,1197,11
168,12904,1,Bf,1,0,678,6
150,12905,1,Bf,1,0,322,3
151,12905,1,Bf,1,0,156,1
45,12906,1,Bf,0,0,1197,11
77,12907,1,Bf,0,0,93,0
87,12908,1,Bf,0,0,754,7
153,12909,1,Bf,1,0,935,9
45,12910,1,Bf,0,0,1197,11
72,12911,1,Bf,0,0,673,6
6,12912,1,Bf,0,0,477,4
15,12912,1,Bf,0,0,72,0
80,12913,1,Bf,0,0,235,2
140,12914,1,Bf,1,0,1020,10
153,12915,1,Bf,1,0,935,9
180,12916,1,Bf,1,0,1060,10
32,12917,1,Bf,0,0,1134,11
32,12918,1,Bf,0,0,1134,11
109,12918,1,Bf,1,0,192,1
95,12919,1,Bf,1,0,439,4
32,12920,1,Bf,0,0,1134,11
91,12921,1,Bf,0,0,589,5
87,12922,1,Bf,0,0,754,7
2,12923,1,Bf,0,0,52,0
93,12924,1,Bf,1,0,708,7
154,12925,1,Bf,1,0,128,1
180,12926,1,Bf,1,0,1060,10
173,12927,2,Bf,1,0,46,0
181,12927,2,Bf,1,0,382,3
153,12928,1,Bf,1,0,935,9
45,12929,1,Bf,0,0,1197,11
91,12930,1,Bf,0,0,589,5
46,12931,1,Bf,0,0,285,2
42,12932,1,Bf,0,0,570,5
153,12932,1,Bf,1,0,935,9
32,12933,3,Bf,0,0,1134,11
93,12933,1,Bf,1,0,708,7
132,12933,1,Bf,1,0,14,0
138,12933,1,Bf,1,0,338,3
180,12933,2,Bf,1,0,1060,10
110,12934,1,Bf,1,0,112,1
115,12934,1,Bf,1,0,217,2
171,12934,1,Bf,1,0,511,5
113,12935,1,Bf,1,0,128,1
180,12936,2,Bf,1,0,1060,10
154,12937,1,Bf,1,0,128,1
136,12938,1,Bf,1,0,84,0
171,12938,2,Bf,1,0,511,5
180,12938,1,Bf,1,0,1060,10
126,12939,1,Bf,1,0,390,3
6,12940,1,Bf,0,0,477,4
122,12941,1,Bf,1,0,167,1
148,12942,1,Bf,1,0,116,1
115,12943,1,Bf,1,0,217,2
32,12944,1,Bf,0,0,1134,11
64,12945,1,Bf,0,0,333,3
140,12945,1,Bf,1,0,1020,10
87,12946,1,Bf,0,0,754,7
181,12947,1,Bf,1,0,382,3
32,12948,1,Bf,0,0,1134,11
100,12948,1,Bf,1,0,129,1
109,12948,1,Bf,1,0,192,1
138,12948,1,Bf,1,0,338,3
140,12948,1,Bf,1,0,1020,10
168,12948,1,Bf,1,0,678,6
171,12948,2,Bf,1,0,511,5
127,12949,1,Bf,1,0,366,3
168,12949,1,Bf,1,0,678,6
180,12949,1,Bf,1,0,1060,10
140,12950,1,Bf,1,0,1020,10
53,12951,1,Bf,0,0,11,0
60,12951,1,Bf,0,0,12,0
124,12951,2,Bf,1,0,228,2
135,12951,1,Bf,1,0,49,0
151,12951,1,Bf,1,0,156,1
153,12951,1,Bf,1,0,935,9
44,12952,1,Bf,0,0,99,0
91,12953,1,Bf,0,0,589,5
13,12954,1,Bf,0,0,260,2
45,12954,1,Bf,0,0,1197,11
168,12955,1,Bf,1,0,678,6
3,12956,1,Bf,0,0,56,0
5,12956,1,Bf,0,0,94,0
7,12956,1,Bf,0,0,82,0
9,12956,1,Bf,0,0,83,0
34,12956,1,Bf,0,0,84,0
42,12956,2,Bf,0,0,570,5
51,12956,1,Bf,0,0,62,0
57,12956,1,Bf,0,0,224,2
71,12956,1,Bf,0,0,61,0
73,12956,1,Bf,0,0,216,2
80,12956,1,Bf,0,0,235,2
86,12956,1,Bf,0,0,68,0
64,12957,1,Bf,0,0,333,3
6,12958,1,Bf,0,0,477,4
72,12959,1,Bf,0,0,673,6
95,12960,1,Bf,1,0,439,4
98,12960,1,Bf,1,0,142,1
106,12960,1,Bf,1,0,142,1
180,12960,1,Bf,1,0,1060,10
95,12961,1,Bf,1,0,439,4
40,12962,1,Bf,0,0,12,0
52,12962,1,Bf,0,0,33,0
153,12963,2,Bf,1,0,935,9
150,12964,1,Bf,1,0,322,3
151,12965,1,Bf,1,0,156,1
93,12966,1,Bf,1,0,708,7
72,12967,1,Bf,0,0,673,6
153,12967,1,Bf,1,0,935,9
45,12968,1,Bf,0,0,1197,11
46,12969,1,Bf,0,0,285,2
72,12969,1,Bf,0,0,673,6
125,12970,1,Bf,1,0,200,2
140,12971,1,Bf,1,0,1020,10
160,12972,1,Bf,1,0,60,0
121,12973,2,Bf,1,0,78,0
56,12974,1,Bf,0,0,278,2
45,12975,1,Bf,0,0,1197,11
10,12976,1,Bf,0,0,232,2
171,12977,1,Bf,1,0,511,5
180,12978,2,Bf,1,0,1060,10
42,12979,1,Bf,0,0,570,5
93,12980,4,Bf,1,0,708,7
140,12980,1,Bf,1,0,1020,10
171,12980,1,Bf,1,0,511,5
93,12981,1,Bf,1,0,708,7
91,12982,1,Bf,0,0,589,5
45,12983,1,Bf,0,0,1197,11
57,12983,1,Bf,0,0,224,2
64,12983,1,Bf,0,0,333,3
66,12983,1,Bf,0,0,212,2
45,12984,1,Bf,0,0,1197,11
72,12985,1,Bf,0,0,673,6
6,12986,1,Bf,0,0,477,4
153,12987,1,Bf,1,0,935,9
143,12988,1,Bf,1,0,73,0
95,12989,2,Bf,1,0,439,4
32,12990,1,Bf,0,0,1134,11
72,12991,1,Bf,0,0,673,6
32,12992,1,Bf,0,0,1134,11
109,12993,2,Bf,1,0,192,1
72,12994,1,Bf,0,0,673,6
72,12995,1,Bf,0,0,673,6
93,12996,1,Bf,1,0,708,7
115,12996,1,Bf,1,0,217,2
126,12996,1,Bf,1,0,390,3
138,12996,2,Bf,1,0,338,3
143,12996,1,Bf,1,0,73,0
148,12996,1,Bf,1,0,116,1
168,12996,1,Bf,1,0,678,6
180,12996,1,Bf,1,0,1060,10
44,12997,2,Bf,0,0,99,0
6,12998,1,Bf,0,0,477,4
163,12999,1,Bf,1,0,49,0
23,13000,1,Bf,0,0,274,2
45,13000,1,Bf,0,0,1197,11
57,13000,1,Bf,0,0,224,2
64,13000,1,Bf,0,0,333,3
66,13000,1,Bf,0,0,212,2
73,13000,1,Bf,0,0,216,2
140,13001,1,Bf,1,0,1020,10
89,13002,1,Bf,0,0,265,2
57,13003,1,Bf,0,0,224,2
171,13004,1,Bf,1,0,511,5
124,13005,1,Bf,1,0,228,2
127,13006,1,Bf,1,0,366,3
91,13007,1,Bf,0,0,589,5
162,13008,1,Bf,1,0,99,0
80,13009,1,Bf,0,0,235,2
87,13010,1,Bf,0,0,754,7
57,13011,1,Bf,0,0,224,2
73,13011,1,Bf,0,0,216,2
6,13012,1,Bf,0,0,477,4
87,13013,1,Bf,0,0,754,7
72,13014,1,Bf,0,0,673,6
10,13015,1,Bf,0,0,232,2
153,13016,1,Bf,1,0,935,9
72,13017,1,Bf,0,0,673,6
140,13018,1,Bf,1,0,1020,10
171,13018,1,Bf,1,0,511,5
45,13019,1,Bf,0,0,1197,11
138,13020,1,Bf,1,0,338,3
93,13021,1,Bf,1,0,708,7
43,13022,1,Bf,0,0,34,0
